name,rating,numberofbik,price,WatchthisMonth,Kosher,Address,asian restaurant,italian restaurant,gril restaurant,mediterranean restaurant,sea food,coffe,delivery,burger shop,online order,City,Street
עזורא בפיתה,8.7,50,מחיר סביר,793,כשר,"שלומציון המלכה 14, ירושלים",0,0,1,0,0,0,1,0,1,ירושלים,שלומציון המלכה 14
כוסברה,8,30,ציון העסק 8,113,כשר,"היוצרים 69, נהריה",0,0,1,0,0,0,0,0,0,נהריה,היוצרים 69
סלון יווני אשדוד,8.5,297,מחיר סביר,528,כשר,"הטיילת 21, אשדוד",0,0,1,0,0,0,0,0,1,אשדוד,הטיילת 21
קפה ג'ו,0,1,מחיר סביר,0,לא כשר,"דרך מנחם בגין 154, תל אביב יפו (בית קרדן)",0,0,0,0,0,1,0,0,0,תל אביב יפו (בית קרדן),דרך מנחם בגין 154
ברבקר,8.1,133,מחיר סביר,213,כשר,"יצחק רגר 185, באר שבע",0,0,0,0,0,0,1,0,1,באר שבע,יצחק רגר 185
אורלוב לב השווארמה,8.7,2674,מחיר זול,676,כשר,"זאב אורלוב 55, פתח תקווה",0,0,1,0,0,0,1,0,1,פתח תקווה,זאב אורלוב 55
סלייס איטלקי,8.3,17,ציון העסק 8.3,1056,כשר,"העמל 2, אריאל",0,1,0,0,0,0,1,0,1,אריאל,העמל 2
קפה גרג,6,9,מחיר סביר,92,לא כשר,"משתלת בית חי, כפר כנא",0,0,0,0,0,1,1,0,0,כפר כנא,משתלת בית חי
Mercato,8.4,78,מחיר זול,928,לא כשר,קיבוץ לוחמי הגטאות,0,1,0,0,0,0,0,0,1,קיבוץ לוחמי הגטאות,
Upper Market,8.3,25,ציון העסק 8.3,151,כשר,"אריאל שרון 4, גבעתיים",1,1,0,0,0,0,1,0,1,גבעתיים,אריאל שרון 4
הבקתה קיבוץ שער העמקים,7.5,9,ציון העסק 7.5,93,כשר,שער העמקים,0,0,1,0,0,0,0,0,0,שער העמקים,
בורגרס בר,8.4,761,מחיר סביר,270,לא כשר,"הגננת 216, ירושלים",0,0,1,0,0,0,1,1,1,ירושלים,הגננת 216
גריל עוף דהן,8.4,549,מחיר סביר,175,כשר,"הצנחנים 7, גבעתיים",0,0,1,0,0,0,1,0,1,גבעתיים,הצנחנים 7
Mao Sushi מאו סושי,7.9,195,ציון העסק 7.9,468,מושגח ללא תעודה,"קרן היסוד 8, באר יעקב",1,1,0,0,0,0,1,0,1,באר יעקב,קרן היסוד 8
בוארון,0,62,מחיר סביר,0,כשר,"משה הס 1, נתניה",0,0,1,0,0,0,1,0,1,נתניה,משה הס 1
לה קוסקוסט,0,2,0,0,לא כשר,"ניל""י 8, נתניה",0,0,0,0,0,0,1,0,0,נתניה,"ניל""י 8"
ארקפה,8.2,358,מחיר סביר,212,כשר,"גלבוע 1, בני דרור",0,1,0,0,0,1,0,0,0,בני דרור,גלבוע 1
גלן ויסקי בר,9.2,1284,מחיר סביר,247,לא כשר,"אגרון 24, ירושלים",0,0,0,0,0,0,0,0,1,ירושלים,אגרון 24
שווארמה שימעוני,0,2,0,0,לא כשר,"הרצל 61, גדרה",0,0,1,0,0,0,0,0,0,גדרה,הרצל 61
Tree House,8.6,53,מחיר סביר,540,לא כשר,"אנגל 78, כפר סבא",0,0,0,0,0,0,1,0,1,כפר סבא,אנגל 78
Merkaza,8.8,12970,ציון העסק 8.8,684,לא כשר,"אזור תעשייה, ירכא",1,0,1,0,1,1,0,0,0,ירכא,אזור תעשייה
במטבח של סופיה,8.6,121,ציון העסק 8.6,188,לא כשר,"שכונת חיילים משוחררים, חורפיש",0,0,0,0,0,0,1,0,0,חורפיש,שכונת חיילים משוחררים
חומוס הכפר,0,3,0,0,כשר,כפר תפוח,0,0,0,0,0,0,0,0,0,כפר תפוח,
שווארמה נחלת יצחק,8.3,3717,מחיר זול,552,כשר,"נחלת יצחק 7, תל אביב יפו",0,0,1,0,0,0,1,0,1,תל אביב יפו,נחלת יצחק 7
אלמנטס קפה,9.1,451,מחיר סביר,274,כשר • מקום ללא גלוטן,"כיכר המגינים, צפת",1,0,0,0,0,1,0,0,0,צפת,כיכר המגינים
גני בית הכרם,0,0,0,0,לא כשר,מג'ד אל כרום,0,0,1,0,0,0,0,0,0,מג'ד אל כרום,
מנדרין,8.7,1454,מחיר סביר,546,לא כשר,"שדרות מוריה 117, חיפה",0,0,0,0,0,1,0,0,0,חיפה,שדרות מוריה 117
אמירוס,8.5,89,ציון העסק 8.5,733,לא כשר,שעל,0,0,0,0,0,1,1,0,1,שעל,
עתיקה,8.1,789,מחיר סביר,304,כשר,"העמקים 1, קרית ביאליק",0,0,1,0,0,0,0,0,0,קרית ביאליק,העמקים 1
קפה קפה,7.4,118,מחיר סביר,749,לא כשר,"טרמינל 1, נמל תעופה בן גוריון",0,1,0,0,0,1,0,0,0,נמל תעופה בן גוריון,טרמינל 1
ביגה,7.6,93,מחיר סביר,236,לא כשר,"דרך אריאל שרון 41, נוף הגליל (עופר סנטר)",0,1,1,0,0,1,0,0,0,נוף הגליל (עופר סנטר),דרך אריאל שרון 41
כאמל,8,3257,מחיר זול,182,לא כשר,"חוף דדו זמיר, חיפה",0,0,0,0,0,1,0,1,0,חיפה,חוף דדו זמיר
גומבה,8.8,8181,מחיר סביר,1359,לא כשר,"לזרוב 23, ראשון לציון",0,1,0,0,0,0,1,0,1,ראשון לציון,לזרוב 23
פלאפל בשר,8.7,117,ציון העסק 8.7,0,לא כשר,"יוסף לישנסקי 20, ראשון לציון",0,0,0,1,0,0,0,0,0,ראשון לציון,יוסף לישנסקי 20
T Bone,8.4,24,ציון העסק 8.4,505,לא כשר,"ברכת רם, מג'דל שמס",0,0,1,0,0,0,0,0,0,מג'דל שמס,ברכת רם
פוקי בול פתח תקווה,8.1,2063,מחיר סביר,98,כשר,"תוצרת הארץ 4, פתח תקווה",1,0,0,0,0,0,1,0,1,פתח תקווה,תוצרת הארץ 4
לוס הרמנוס,7.4,138,מחיר סביר,204,כשר,"שדרות אבא אבן 10, הרצליה",0,0,0,0,0,0,1,0,1,הרצליה,שדרות אבא אבן 10
בית 77,8.7,980,מחיר סביר,503,לא כשר,"מצפה מנחם 77, אמירים",0,0,0,0,0,1,0,0,0,אמירים,מצפה מנחם 77
גוטל'ה,8.7,1158,מחיר זול,1080,לא כשר,"המייסדים 54, אבן יהודה",0,0,0,0,0,1,1,0,1,אבן יהודה,המייסדים 54
אהבה בטעם ביתי,8.2,589,מחיר זול,258,כשר,"הנחילות 2, פרדס חנה כרכור",0,0,0,0,0,0,1,0,1,פרדס חנה כרכור,הנחילות 2
ביף בהר,8.8,1815,מחיר סביר,658,כשר,יערה,0,0,1,0,0,0,1,0,1,יערה,
IRO Sushi,8.5,221,מחיר יקר,306,מושגח ללא תעודה,"הבנים 27, הוד השרון",1,0,0,0,0,0,1,0,1,הוד השרון,הבנים 27
קפה המדרחוב,8.9,1668,מחיר סביר,1165,לא כשר,"הכרמל 16, כפר סבא",0,0,0,0,0,1,1,0,1,כפר סבא,הכרמל 16
בורגרס בר,8.2,239,מחיר סביר,483,לא כשר,"שדרות משה דיין 166, ירושלים",0,0,1,0,0,0,1,1,1,ירושלים,שדרות משה דיין 166
Bff,7.9,146,מחיר סביר,379,כשר,"אחוזה 130, רעננה",0,0,0,0,0,0,1,1,1,רעננה,אחוזה 130
גבו,8.8,215,מחיר זול,460,כשר,"שדרות הציונות 1, קרית אתא",0,0,1,0,0,0,1,0,0,קרית אתא,שדרות הציונות 1
טשקנט Tashkent,8.2,1149,מחיר סביר,210,לא כשר,"קרית שלמה, צריפין",0,0,0,0,0,0,0,0,0,צריפין,קרית שלמה
צ'וקה,7.2,1635,מחיר סביר,140,כשר,"קניון גבעתיים, גבעתיים",1,0,0,0,0,0,1,0,1,גבעתיים,קניון גבעתיים
הקובה המפורסמת של רויטל,0,0,0,0,לא כשר,"הגיבורים, חדרה",0,0,0,1,0,0,1,0,0,חדרה,הגיבורים
פיצה בכפר פלוס,8.7,116,מחיר זול,591,לא כשר,"מרכז מסחרי, כפר ורדים",1,0,0,0,0,0,1,1,0,כפר ורדים,מרכז מסחרי
הסנדוויץ' של צ'וצ'י,8.5,58,מחיר זול,311,לא כשר,"דהומיי 14, ירושלים",0,0,0,0,0,0,0,0,0,ירושלים,דהומיי 14
קפה הרצל,0,49,מחיר זול,0,לא כשר,"הרצל 23, חדרה",0,0,0,0,0,1,1,0,0,חדרה,הרצל 23
בני הדייג,7.9,2241,מחיר סביר,542,מושגח ללא תעודה,"הטיילת 19, ראשון לציון",0,0,0,0,1,0,1,0,1,ראשון לציון,הטיילת 19
משולשים,0,206,0,0,כשר,"קניון עזריאלי מודיעין, מודיעין מכבים רעות",0,1,0,0,0,0,1,0,1,מודיעין מכבים רעות,קניון עזריאלי מודיעין
קפה קפה,7.6,560,מחיר סביר,214,כשר,"קניון הזהב, ראשון לציון",0,1,0,0,0,1,1,0,1,ראשון לציון,קניון הזהב
גליוס בר,7.7,306,מחיר זול,97,כשר,"אבשלום גיסין 80, פתח תקווה",0,0,1,0,0,0,0,0,0,פתח תקווה,אבשלום גיסין 80
לחם ארז,7.4,806,מחיר סביר,458,כשר,"משה דיין 2, ראש העין (מרכז טל)",0,1,0,0,0,1,1,0,0,ראש העין (מרכז טל),משה דיין 2
BBB,9.1,8945,מחיר סביר,2434,לא כשר,"דרך מאיר וייסגל 2, רחובות",0,0,1,0,0,0,1,1,1,רחובות,דרך מאיר וייסגל 2
בליקר בייקרי,7.9,347,מחיר סביר,157,כשר,"עופר גרנד קניון, באר שבע",0,1,0,0,0,1,0,0,0,באר שבע,עופר גרנד קניון
חוף קריית חיים,8.6,1119,ציון העסק 8.6,228,לא כשר,"שכונת קרית חיים מערבית, חיפה",0,0,0,0,0,1,0,0,0,חיפה,שכונת קרית חיים מערבית
קרניבורגר,7.1,20,ציון העסק 7.1,656,כשר,"טורקיז 5, נעלה",0,0,1,0,0,0,1,1,0,נעלה,טורקיז 5
Beach Club,7.6,55,מחיר סביר,257,לא כשר,"יוחאי בן נון 1, חיפה",0,0,0,1,0,1,1,0,1,חיפה,יוחאי בן נון 1
פונדקי איילון,8.7,1419,מחיר סביר,900,לא כשר,"דנמרק 1, פתח תקווה",0,0,1,0,0,0,0,0,0,פתח תקווה,דנמרק 1
סין צ'אן,7.8,301,ציון העסק 7.8,206,כשר,"רחבעם זאבי, אשקלון",1,0,0,0,0,0,1,0,1,אשקלון,רחבעם זאבי
תחנה 4,8.6,205,מחיר סביר,476,לא כשר,"זלמן הוז, עפולה",0,0,1,0,0,0,0,0,0,עפולה,זלמן הוז
ארומה אספרסו בר,8.1,1923,מחיר סביר,159,כשר,"יונה שפינדל 1, גבעת שמואל",0,1,0,0,0,1,0,0,1,גבעת שמואל,יונה שפינדל 1
אנגוס בשרים,8.8,367,מחיר סביר,388,לא כשר,עין המפרץ,0,0,1,0,0,0,0,0,0,עין המפרץ,
נוף הואדי,8.7,1039,מחיר סביר,490,לא כשר,עין חוד,0,0,1,1,0,0,1,0,0,עין חוד,
פרנג'ליקו,7.8,737,מחיר סביר,310,לא כשר,"אורנים 1, נוף הגליל",1,0,0,0,0,0,1,0,1,נוף הגליל,אורנים 1
מאמא מיה',0,1,0,0,לא כשר,שדרות,0,0,1,0,0,0,0,0,0,שדרות,
פוקישופ,8.3,3187,מחיר סביר,202,כשר,"משכית 27, הרצליה (בית קורקס)",1,0,0,0,0,0,1,0,1,הרצליה (בית קורקס),משכית 27
Giduley rony,8.3,83,ציון העסק 8.3,313,לא כשר,עין הבשור,1,0,0,0,0,0,1,0,0,עין הבשור,
אל מוכתאר,7.5,25,מחיר סביר,149,לא כשר,"צומת גולני, אזור גליל תחתון מזרחי",0,0,1,0,0,0,0,0,0,אזור גליל תחתון מזרחי,צומת גולני
NEWSHI סושי בר,7.8,217,מחיר סביר,417,כשר,"שדרות יצחק רבין, אור יהודה",1,0,1,0,0,0,1,0,1,אור יהודה,שדרות יצחק רבין
זוזוברה,8.7,12160,מחיר סביר,764,לא כשר,"אריה שנקר 7, הרצליה (מרכז גב ים)",1,0,0,0,0,0,1,0,1,הרצליה (מרכז גב ים),אריה שנקר 7
אצל רחלי,8.1,8,ציון העסק 8.1,382,כשר,"מרכז מסחרי קרית מלאכי, קרית מלאכי",0,0,1,0,0,0,1,0,0,קרית מלאכי,מרכז מסחרי קרית מלאכי
מסעדת צארום,8.6,2221,מחיר זול,721,כשר,"ברל כצנלסון 25, הרצליה",0,0,1,0,0,0,1,0,1,הרצליה,ברל כצנלסון 25
טקומי,7.9,833,מחיר סביר,391,כשר,"דקל, שוהם",1,0,1,0,0,0,1,0,1,שוהם,דקל
לה רג'נס,8.7,247,מחיר יקר,182,כשר,"מלון המלך דוד ירושלים, ירושלים",0,0,1,0,0,0,0,0,0,ירושלים,מלון המלך דוד ירושלים
Westside Cafe,8.1,41,ציון העסק 8.1,172,לא כשר,מג'דל שמס,0,0,0,0,0,1,1,0,0,מג'דל שמס,
נמסטה,8.7,2032,מחיר סביר,569,כשר,"הטיילת, אשדוד",1,0,0,0,0,0,1,0,1,אשדוד,הטיילת
אבו חסן,7.6,3421,מחיר סביר,443,לא כשר,"משכית 27, הרצליה (בית קורקס)",0,0,0,0,0,0,1,0,1,הרצליה (בית קורקס),משכית 27
סושי בר בזל,9,3351,מחיר סביר,1499,כשר,"מאפו 9, תל אביב יפו (מלון פרימה סיטי)",1,0,0,0,0,0,1,0,1,תל אביב יפו (מלון פרימה סיטי),מאפו 9
שווארמה המזללה,8,251,מחיר סביר,227,כשר,"הרצל 68, רחובות",0,0,1,0,0,0,1,0,1,רחובות,הרצל 68
נאם,9.2,6052,מחיר סביר,1667,לא כשר,"דיזנגוף 293, תל אביב יפו",1,0,0,0,0,0,1,0,1,תל אביב יפו,דיזנגוף 293
סתורי,0,3,0,0,כשר,"דרך לב השרון 42, קדימה צורן (מרכז מסחרי)",0,0,1,0,0,0,1,1,0,קדימה צורן (מרכז מסחרי),דרך לב השרון 42
Sushi XL,8.7,178,מחיר סביר,652,כשר,"שדרות המייסדים 10, אשדוד",1,1,0,0,0,0,1,0,1,אשדוד,שדרות המייסדים 10
מסעדת חוויה ייחודית,8.3,145,ציון העסק 8.3,86,לא כשר,בית ג'ן,0,0,0,0,0,0,0,0,0,בית ג'ן,
קפה כליל,8.6,224,מחיר סביר,252,לא כשר,כליל,0,0,0,0,0,0,0,0,0,כליל,
Buy The Way,8.3,694,מחיר סביר,602,לא כשר,"שדרות מנחם בגין, כפר סבא",0,0,0,0,0,1,1,0,1,כפר סבא,שדרות מנחם בגין
חוואיג' מרק,8.6,286,מחיר זול,148,כשר,"המלך חסן השני 10, קרית עקרון",0,0,1,0,0,0,0,0,0,קרית עקרון,המלך חסן השני 10
בורגרים,7.9,246,מחיר סביר,174,כשר,"אבי ואביב, אור יהודה",0,0,1,0,0,0,1,1,0,אור יהודה,אבי ואביב
האופה קמח לי,0,0,0,0,כשר,"קניון עזריאלי, רמלה",0,1,0,0,0,1,0,0,0,רמלה,קניון עזריאלי
מקסיקנו פוד,0,6,0,0,לא כשר,"אלסלאם 358, חורה",0,0,0,0,0,0,0,0,0,חורה,אלסלאם 358
מלון קרלטון,7.1,1223,ציון העסק 7.1,136,כשר,"שדרות הגעתון 23, נהריה",0,0,0,0,0,1,0,0,0,נהריה,שדרות הגעתון 23
טרנסילבניה,7.8,919,מחיר סביר,193,לא כשר,"שכונת בנה ביתך, מעלות תרשיחא",0,0,1,0,0,0,0,0,0,מעלות תרשיחא,שכונת בנה ביתך
MEZE,0,21,0,0,לא כשר,"שמעון רייך 24, נהריה",0,1,1,1,0,0,1,0,1,נהריה,שמעון רייך 24
same same,7.9,9998,מחיר זול,169,לא כשר,"עזריאלי רעננה, רעננה",1,0,0,0,0,0,1,0,1,רעננה,עזריאלי רעננה
דרימרי,7.9,129,מחיר סביר,679,כשר,"הסיבים 49, פתח תקווה",0,1,0,0,0,1,1,0,1,פתח תקווה,הסיבים 49
הספסל,9.2,3009,מחיר סביר,2348,לא כשר,"ביאליק 26, רמת גן",0,0,0,0,0,1,1,0,1,רמת גן,ביאליק 26
ג'אפן ג'אפן,8.1,566,מחיר סביר,704,כשר,"העצמאות 63, פתח תקווה",1,0,1,0,0,0,1,0,1,פתח תקווה,העצמאות 63
מיטבלים,8.4,1488,מחיר סביר,569,כשר,"דרך הגליל 100, ראש פינה",0,0,1,0,1,0,1,0,0,ראש פינה,דרך הגליל 100
ביגה,7.9,369,מחיר סביר,293,כשר,"עופר גרנד קניון, באר שבע",0,0,0,0,0,1,1,0,1,באר שבע,עופר גרנד קניון
המקסיקני שדרות,7.6,293,מחיר סביר,399,לא כשר,"הנחלים 8, שדרות",0,0,0,0,0,0,0,0,0,שדרות,הנחלים 8
סושי יאשי,7.2,76,ציון העסק 7.2,193,לא כשר,"עמי בוטיק סנטר (חטיבת הנח""ל 4, חדרה)",1,0,0,0,0,0,1,0,1,חדרה),"עמי בוטיק סנטר (חטיבת הנח""ל 4"
המרק התימני,0,2,0,0,לא כשר,"הרי""ף 19, אלעד",0,0,0,0,0,0,0,0,0,אלעד,"הרי""ף 19"
הלובי,8.6,77,מחיר זול,216,כשר,"לח""י 31, בני ברק",0,0,1,0,0,0,1,0,1,בני ברק,"לח""י 31"
מלך השניצל,8.4,1190,מחיר סביר,420,לא כשר,"שכונת בית ספאפא, ירושלים",0,0,1,0,0,0,0,0,0,ירושלים,שכונת בית ספאפא
מקסיקנה,8.2,1374,מחיר סביר,546,כשר,"המדע 6, רחובות",0,0,1,0,0,0,1,0,1,רחובות,המדע 6
Mushi Mushi,8.1,106,מחיר סביר,193,כשר,"התקווה 16, רעננה",1,0,0,0,0,0,1,0,1,רעננה,התקווה 16
בחצר של מונה,8.9,217,ציון העסק 8.9,390,לא כשר,"שכונת יד לבנים, דאלית אל כרמל",0,0,0,0,0,0,0,0,0,דאלית אל כרמל,שכונת יד לבנים
אדוארד סושי שף,8.4,425,ציון העסק 8.4,426,כשר,"הכלניות 2, טירת כרמל",1,0,1,0,0,0,1,0,1,טירת כרמל,הכלניות 2
החצר,0,4,0,0,כשר,"שדרות שלמה המלך 2, ראש העין",0,0,0,0,0,0,0,0,0,ראש העין,שדרות שלמה המלך 2
רובינזון פתח תקווה,8.1,530,מחיר סביר,348,לא כשר,"יחזקאל רבינזון 11, פתח תקווה",0,0,0,0,0,0,1,0,1,פתח תקווה,יחזקאל רבינזון 11
מאפה נאמן,8.3,407,מחיר סביר,113,כשר,"צה""ל 5, חדרה",0,1,0,0,0,1,1,0,0,חדרה,"צה""ל 5"
קפה קפה,6.8,55,מחיר סביר,262,כשר,"גלובוס סנטר, אזור אשקלון",0,1,0,0,0,1,1,0,0,אזור אשקלון,גלובוס סנטר
Steaxas,0,0,0,0,לא כשר,"444, טייבה",0,0,1,0,0,0,1,0,0,טייבה,444
בליקר בייקרי,8.8,1105,מחיר סביר,552,כשר,"קניון סי מול, אשדוד",0,1,0,0,0,1,0,0,0,אשדוד,קניון סי מול
Wok to Walk,0,1,מחיר זול,0,כשר,"שדרות הגעתון 52, נהריה",1,0,0,0,0,0,1,0,1,נהריה,שדרות הגעתון 52
קפה לנדוור,7.9,132,מחיר סביר,516,לא כשר,"מעלה גיא אוני, ראש פינה",0,0,0,0,0,1,0,0,0,ראש פינה,מעלה גיא אוני
אצל רוברט,7.8,72,מחיר סביר,205,כשר,"הרב הרצוג 7, אשדוד",0,0,0,0,0,0,1,0,1,אשדוד,הרב הרצוג 7
מסעדת עירון 80,7.6,1723,מחיר סביר,1089,לא כשר,"מחנה 80, פרדס חנה כרכור",0,0,1,0,0,0,0,0,0,פרדס חנה כרכור,מחנה 80
אבטליון בית קפה גלילי,8.2,233,ציון העסק 8.2,1594,כשר,אבטליון,0,1,0,0,0,1,1,0,1,אבטליון,
ג'אפן ג'אפן,8.1,209,מחיר סביר,739,כשר,"קניון ההרים, צומת גוש עציון",1,0,0,0,0,0,1,0,1,צומת גוש עציון,קניון ההרים
סטקיית אביזוהר,0,0,ציון העסק 8.7,0,כשר,"זבולון 81, קרית אתא",0,0,1,0,0,0,0,0,0,קרית אתא,זבולון 81
פיצה כמעט חינם,7.6,142,מחיר זול,148,כשר,"דרך זאב ז'בוטינסקי 12, בני ברק",0,1,0,0,0,0,1,0,1,בני ברק,דרך זאב ז'בוטינסקי 12
ג'ויה סושי בר,8.4,632,מחיר סביר,587,כשר,"יוסף סמלו 19, נתיבות",1,0,1,0,1,0,1,0,0,נתיבות,יוסף סמלו 19
מסעדת בדוס,0,220,מחיר סביר,0,כשר,"ויצמן 43, כפר סבא (בית ניסן)",0,0,1,0,0,0,1,0,1,כפר סבא (בית ניסן),ויצמן 43
ביגה,8.3,2028,מחיר סביר,386,כשר,"רפפורט 3, כפר סבא",0,1,0,0,0,1,1,0,1,כפר סבא,רפפורט 3
רובן,9.1,1682,מחיר סביר,1601,כשר,"שדרות הנשיא 131, חיפה",0,0,0,0,0,0,1,1,1,חיפה,שדרות הנשיא 131
